0.446951,init,8,30,10000000
0.22674,insert,8,30,10000000
3.45427,weight,8,30,10000000
0.246871,lookup,8,30,10000000
0.952675,init,8,31,10000000
0.271629,insert,8,31,10000000
6.83866,weight,8,31,10000000
0.280495,lookup,8,31,10000000
2.02718,init,8,32,10000000
0.338573,insert,8,32,10000000
14.2425,weight,8,32,10000000
0.325961,lookup,8,32,10000000
4.18831,init,8,33,10000000
0.401994,insert,8,33,10000000
29.1927,weight,8,33,10000000
0.620725,lookup,8,33,10000000
0.517762,init,8,30,100000000
1.5302,insert,8,30,100000000
3.9729,weight,8,30,100000000
2.12725,lookup,8,30,100000000
1.05543,init,8,31,100000000
1.60386,insert,8,31,100000000
7.00086,weight,8,31,100000000
2.11026,lookup,8,31,100000000
2.14193,init,8,32,100000000
1.77361,insert,8,32,100000000
13.659,weight,8,32,100000000
2.46729,lookup,8,32,100000000
4.28317,init,8,33,100000000
2.48475,insert,8,33,100000000
27.9648,weight,8,33,100000000
3.21935,lookup,8,33,100000000
0.431628,init,8,30,10000000
0.231104,insert,8,30,10000000
3.60336,weight,8,30,10000000
0.23642,lookup,8,30,10000000
0.953395,init,8,31,10000000
0.272944,insert,8,31,10000000
7.17889,weight,8,31,10000000
0.298014,lookup,8,31,10000000
2.02655,init,8,32,10000000
0.342614,insert,8,32,10000000
13.0678,weight,8,32,10000000
0.330729,lookup,8,32,10000000
4.18437,init,8,33,10000000
0.399083,insert,8,33,10000000
27.9925,weight,8,33,10000000
0.648003,lookup,8,33,10000000
0.517709,init,8,30,100000000
1.55583,insert,8,30,100000000
3.78136,weight,8,30,100000000
2.12929,lookup,8,30,100000000
1.05353,init,8,31,100000000
1.54918,insert,8,31,100000000
6.68936,weight,8,31,100000000
2.22024,lookup,8,31,100000000
2.14197,init,8,32,100000000
1.78609,insert,8,32,100000000
13.4662,weight,8,32,100000000
2.47055,lookup,8,32,100000000
4.28289,init,8,33,100000000
2.48546,insert,8,33,100000000
27.5889,weight,8,33,100000000
3.0196,lookup,8,33,100000000
0.432853,init,8,30,10000000
0.231192,insert,8,30,10000000
3.54453,weight,8,30,10000000
0.239866,lookup,8,30,10000000
0.950305,init,8,31,10000000
0.26973,insert,8,31,10000000
7.1687,weight,8,31,10000000
0.274137,lookup,8,31,10000000
2.02485,init,8,32,10000000
0.342987,insert,8,32,10000000
13.309,weight,8,32,10000000
0.328644,lookup,8,32,10000000
4.18414,init,8,33,10000000
0.399345,insert,8,33,10000000
26.3743,weight,8,33,10000000
0.684638,lookup,8,33,10000000
0.517188,init,8,30,100000000
1.54131,insert,8,30,100000000
3.6814,weight,8,30,100000000
1.90482,lookup,8,30,100000000
1.06,init,8,31,100000000
1.58777,insert,8,31,100000000
6.93894,weight,8,31,100000000
2.2235,lookup,8,31,100000000
2.13833,init,8,32,100000000
1.76753,insert,8,32,100000000
14.002,weight,8,32,100000000
2.38955,lookup,8,32,100000000
4.28736,init,8,33,100000000
2.49092,insert,8,33,100000000
26.5129,weight,8,33,100000000
2.98537,lookup,8,33,100000000
